I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
5423	Tsu	1995	10	9	15	35	 53.9	33	 8.0	 8.0	 7.4	 6.6					MEXICO		MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE	  19.055	 -104.205	150	      49	2			       200	3		2		2			      50	1			200	3		2		2		
6495	Tsu	1995	10	18	10	37	 26.3	28	 7.1	 7.1	 6.9	 6.4					JAPAN		JAPAN:  RYUKU IS.	  27.929	  130.175	30					         1	1											1	1		1				
5426	Tsu	1995	11	22	4	15	 11.9	10	 7.2	 7.2	 7.3	 6.2				8	EGYPT		EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN	  28.826	   34.799	15	      12	1				2		2					      12	1				2		2				
5427	Tsu	1995	12	3	18	1	  8.9	33	 7.9	 7.9	 7.9	 6.6				5	RUSSIA		RUSSIA:  KURIL ISLANDS:  ITURUP, MATUA, KUNASHIR	  44.663	  149.300	50																								
5428	Tsu	1996	1	1	8	5	 10.8	24	 7.9	 7.9	 7.6	 6.3				6	INDONESIA		INDONESIA:  SULAWESI: MINAHASSA PENINSULA, TOLITOLI	    .729	  119.931	170								1					       9	1			63	2	       1.200	2	400	3		
5433	Tsu	1996	2	17	5	59	 30.5	33	 8.2	 8.2	 8.1	 6.5					INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI	   -.891	  136.952	170	      54	2			       423	3	       4.200	2	5043	4			     164	3			423	3	       4.200	2	5043	4		
5435	Tsu	1996	2	21	12	51	  1.3	10	 7.5	 7.5	 6.6	 5.8				4	PERU		PERU:  NORTHERN:  CHIMBOTE, CALLAO	  -9.593	  -79.587	160													      12	1			57	2			15	1	22	1
6497	Tsu	1996	2	25	3	8	 15.8	21	 7.1	 7.1	 6.9	 6.1					MEXICO		MEXICO:  OFF COAST OF GUERRERO	  15.978	  -98.070	150																								
5438		1996	4	29	14	40	 41.0	44	 7.2	 7.2	 7.5	 6.3					SOLOMON ISLANDS		SOLOMON ISLANDS:  BOUGAINVILLE ISLAND	  -6.518	  154.999	170	       1	1						2		3										2		3		
5440	Tsu	1996	6	10	4	3	 35.4	33	 7.9	 7.9	 7.6	 6.6				6	USA	AK	ALASKA:  ANDREANOF ISLANDS	  51.564	 -177.632	150																								
6498	Tsu	1996	6	10	15	24	 56.0	24	 7.3	 7.3	 7.1	 5.9					USA	AK	ALASKA:  ANDREANOF ISLANDS	  51.478	 -176.847	150																								
5442	Tsu	1996	11	12	16	59	 44.0	33	 7.7	 7.7	 7.3	 6.5				8	PERU		PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA	 -14.993	  -75.675	160	      14	1			       560	3		4			4000	4	      14	1			560	3		4			4000	4
5444		1997	1	11	20	28	 26.0	33	 7.2	 7.2	 6.9	 6.5					MEXICO		MEXICO:  MICHOACAN, ARTEAGA	  18.219	 -102.756	150	       1	1						2																
5449		1997	2	27	21	8	  2.3	33	 7.1	 7.1	 7.3	 6.3			 7.3		PAKISTAN		PAKISTAN:  HARNAI-SIBI, QUETTA	  29.976	   68.208	60	      60	2				3		2	500	3	500	3	      60	2				3		2	500	3		
5458	Tsu	1997	4	21	12	2	 26.4	33	 7.7	 7.7	 7.9	 6.4					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU	 -12.584	  166.676	170		0						1												1	7	1		
5461		1997	5	10	7	57	 29.7	10	 7.2	 7.2	 7.3	 6.4				10	IRAN		IRAN:  BIRJAND, GHAEN	  33.825	   59.809	140	    1728	4			      2300	4	     100.000	4	10533	4	10533	4	    1728	4			2300	4	     100.000	4	10533	4		
5467	Tsu	1997	7	9	19	24	 13.1	20	 7.0	 7.0	 6.8	 6.2				5	VENEZUELA		VENEZUELA:  CARIACO-CUMANA	  10.598	  -63.486	90	      81	2			       522	3	      81.000	4					      81	2			522	3	      81.000	4				
6820	Tsu	1997	10	14	9	53	 18.1	167	 7.7	 7.7		 6.7					TONGA		TONGA ISLANDS	 -22.101	 -176.772	170																								
5475		1997	10	15	1	3	 33.4	58	 7.1	 7.1	 6.8	 6.8					CHILE		CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA	 -30.933	  -71.220	160	       8	1			       300	3	      48.000	4	5000	4	15700	4	       8	1			300	3	      48.000	4	5000	4	15700	4
5476		1997	11	8	10	2	 52.6	33	 7.5	 7.5	 7.9	 6.2					CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  35.069	   87.325	40																								
5479		1997	11	25	12	14	 33.6	24	 7.0	 7.0	 6.8	 6.1					INDONESIA		INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO	   1.241	  122.536	170								1																
5480	Tsu	1997	12	5	11	26	 54.6	33	 7.8	 7.8	 7.6	 6.3				7	RUSSIA		RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK	  54.841	  162.035	50																								
5489	Tsu	1998	3	25	3	12	 25.0	10	 8.1	 8.1	 8.0	 6.6					ANTARCTICA		BALLENY ISLANDS	 -62.877	  149.527	20																								
6502	Tsu	1998	5	3	23	30	 21.9	33	 7.5	 7.5	 7.3	 6.4					TAIWAN		TAIWAN	  22.306	  125.308	30																								
5501	Tsu	1998	7	17	8	49	 16.1	25	 7.0	 7.0	 7.1	 5.8					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SISSANO	  -2.943	  142.582	170													    2205	4	28	1	1000	3		3				
5502		1998	8	4	18	59	 20.1	33	 7.2	 7.2	 7.1	 6.2					ECUADOR		ECUADOR:  BAHIA DE CARAQUEZ, CANOA	   -.593	  -80.393	160	       3	1			        40	1		2				3	       3	1			40	1		2				2
5510	Tsu	1998	11	29	14	10	 31.9	33	 7.7	 7.7	 7.7	 6.5				7	INDONESIA		INDONESIA:  MANGOLE, MANADO, TALIABU	  -2.071	  124.891	170	      41	1			       107	3	     200.000	4	1000	3			      41	1			107	3	     200.000	4	1000	3		
5523		1999	6	15	20	42	  5.9	70	 7.0	 7.0	 6.5	 6.4					MEXICO		MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO	  18.386	  -97.436	150	      20	1			       200	3	     226.800	4			2000	4	      20	1			200	3	     226.800	4			2000	4
5527	Tsu	1999	8	17	0	1	 39.1	13	 7.6	 7.6	 7.8	 6.3				10	TURKEY		TURKEY:  ISTANBUL, KOCAELI, SAKARYA	  40.760	   29.970	140	   17118	4			     50000	4	   20000.000	4			73342	4	   17118	4			50000	4	   20000.000	4			73342	4
5535		1999	9	20	17	47	 18.4	33	 7.7	 7.7	 7.7	 6.5				10	TAIWAN		TAIWAN:  NANTOU, TAICHUNG, TAIZHONG	  23.772	  120.982	30	    2297	4			      8700	4	   14000.000	4	8200		82000	4	    2297	4			8700	4	   14000.000	4			82000	4
5537		1999	9	30	16	31	 15.6	61	 7.5	 7.5	 7.5	 6.5				8	MEXICO		MEXICO:  OAXACA	  16.059	  -96.931	150	      35	1			       215	3	     164.800	4			2000	4	      35	1			215	3	     164.800	4			2000	4
5538		1999	10	16	9	46	 44.1		 7.2	 7.2	 7.4	 6.3				7	USA	CA	CALIFORNIA:  LUDLOW, LANDERS, TWENTYNINE PALMS	  34.594	 -116.271	150					         4	1		1									4	1		1				
5543		1999	11	12	16	57	 19.5	10	 7.2	 7.2	 7.5	 6.3				9	TURKEY		TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK	  40.758	   31.161	140	     894	3			      4948	4	    1000.000	4					     894	3			4948	4	    1000.000	4				
5545	Tsu	1999	11	26	13	21	 15.5	33	 7.5	 7.5	 7.3	 6.4					VANUATU		VANUATU ISLANDS:  PENTECOST	 -16.423	  168.214	170	       5	1			       100	2		2					      10	1			100	2		3		3		
5548		1999	12	11	18	3	 36.4	33	 7.3	 7.3	 7.1	 6.5				7	PHILIPPINES		PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ	  15.766	  119.740	170	       5	1			        40	1	       1.794	2					       5	1			40	1	       1.794	2				
5556		2000	3	28	11	0	 22.5	127	 7.6	 7.6	 7.6	 6.8					JAPAN		JAPAN:  VOLCANO ISLANDS	  22.338	  143.730	30																								
5557	Tsu	2000	5	4	4	21	 16.2	26	 7.6	 7.6	 7.5	 6.7					INDONESIA		INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,	  -1.105	  123.573	170	      46	1			       264	3	      30.000	4	10000	4			      46	1			264	3	      30.000	4	10000	4		
5560		2000	6	4	16	28	 26.1	33	 7.9	 7.9	 8.0	 6.8				6	INDONESIA		INDONESIA:  SUMATRA:  BENGKULU, ENGGANO	  -4.721	  102.087	170	     103	3			      2174	4	       6.000	3					     103	3			2174	4	       6.000	3				
5565	Tsu	2000	6	18	14	44	 13.3	10	 7.9	 7.9	 7.8	 6.8					AUSTRALIA		AUSTRALIA:  S, COCOS ISLANDS	 -13.802	   97.453	60																								
5581	Tsu	2000	11	16	4	54	 56.7	33	 8.0	 8.0	 8.2	 6.0					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK	  -3.980	  152.169	170	       2	1						2		3			       2	1						2		3		
5582		2000	11	16	7	42	 16.9	30	 7.8	 7.8	 7.8	 6.2					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN	  -5.233	  153.102	170								1												1				
5583		2000	11	17	21	1	 56.4	33	 7.8	 7.8	 8.0	 6.2					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAIN	  -5.496	  151.781	170																								
5585		2000	12	6	17	11	  6.4	30	 7.0	 7.0	 7.5	 6.7					TURKMENISTAN		TURKMENISTAN:  NEBITDAG-TURKMENBASHI	  39.566	   54.799	40	      11	1				2		1					      11	1				2		1				
8952		2001	1	1	6	57	  4.1	33	 7.5	 7.5	 7.2	 6.4					PHILIPPINES		PHILIPPINES:  MINDANAO	   6.898	  126.579	170																								
5587	Tsu	2001	1	13	17	33	 32.3	60	 7.7	 7.7	 7.8	 6.4				8	EL SALVADOR		EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.	  13.049	  -88.660	100	     844	3			      4723	4	     753.000	4	108226	4	169632	4	     844	3			4723	4	     753.000	4	108226	4	169632	4
5589		2001	1	26	3	16	 40.5	16	 7.7	 7.7	 8.0	 6.9				10	INDIA		INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN	  23.419	   70.232	60	   20005	4			    166836	4	    2623.000	4	339000	4	339000	4	   20005	4			166836	4	    2623.000	4	339000	4		
5601	Tsu	2001	6	23	20	33	 14.1	33	 8.4	 8.4	 8.2	 6.7				8	PERU		PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO	 -16.265	  -73.641	160	      77	2	68	2	      2713	4		4	22399	4			     103	3	138	3	2713	4	     200.000	4	25399	4		
5604		2001	7	7	9	38	 43.5	33	 7.6	 7.6	 7.3	 6.6					PERU		PERU:  AREQUIPA, ARICA	 -17.543	  -72.077	160	       1	1			        30	1		2	200	3			       1	1			30	1		2	200	3		
5609		2001	10	12	15	2	 16.8	37	 7.0	 7.0	 7.3	 6.7				8	USA TERRITORY	GU	GUAM	  12.686	  144.980	170					         1	1		2		3							1	1		2		3		
5610		2001	10	19	3	28	 44.4	33	 7.5	 7.5	 7.3	 6.3					INDONESIA		INDONESIA:  BANDA SEA	  -4.102	  123.907	170																								
5612		2001	11	14	9	26	 10.0	10	 7.8	 7.8	 8.0	 6.1					CHINA		CHINA:  QINGHAI PROVINCE:  XIDATAN	  35.946	   90.541	40								1		2		2								1		2		
5614	Tsu	2002	1	2	17	22	 48.7	21	 7.2	 7.2	 7.5	 6.3					VANUATU		VANUATU ISLANDS:  EFATE, PORT VILA	 -17.600	  167.856	170						2		1				2						2		1				2
5624		2002	3	3	12	8	 19.7	226	 7.4	 7.4		 6.6					AFGHANISTAN		AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ	  36.502	   70.482	40	     166	3				2		3	300	3	300	3	     166	3				2		3	300	3	400	3
5625	Tsu	2002	3	5	21	16	  9.1	31	 7.5	 7.5	 7.2	 6.3					PHILIPPINES		PHILIPPINES:  MINDANAO	   6.033	  124.249	170	      15	1			       100	2	       1.714	2			800	3	      15	1			100	2	       1.714	2			800	3
5627	Tsu	2002	3	31	6	52	 50.4	33	 7.1	 7.1	 7.4	 6.4					TAIWAN		TAIWAN:  TAIPEI	  24.279	  122.179	30	       5	1			       200	3		2	100	2			       5	1			200	3		2	100	2		
5635		2002	4	26	16	6	  7.0	86	 7.1	 7.1		 6.5				7	USA TERRITORY	GU	GUAM	  13.088	  144.619	170					         5	1		1									5	1		1				
8953		2002	8	19	11	1	  1.1	580	 7.7	 7.7		 6.7					FIJI		FIJI ISLANDS	 -21.696	 -179.513	170																								
8954		2002	8	19	11	8	 24.3	675	 7.7	 7.7		 7.0					FIJI		FIJI ISLANDS	 -23.884	  178.495	170																								
5649	Tsu	2002	9	8	18	44	 23.7	13	 7.6	 7.6	 7.8	 6.5					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK	  -3.302	  142.945	170	       4	1			        70	2		3					       4	1			70	2		3				
5656	Tsu	2002	10	10	10	50	 20.5	10	 7.6	 7.6	 7.7	 6.5					INDONESIA		INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI	  -1.757	  134.297	170	       8	1			       632	3		3	1000	3	900	3	       8	1			632	3		3	1000	3	900	3
5662		2002	11	2	1	26	 10.7	30	 7.3	 7.3	 7.6	 6.2					INDONESIA		INDONESIA:  SUMATERA:  SIMEULUE	   2.824	   96.085	170	       3	1			        65	2		3			994	3	       3	1			65	2		3			994	3
5663		2002	11	3	22	12	 41.0	5	 7.9	 7.9	 8.5	 7.0				9	USA	AK	ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS	  63.517	 -147.444	150					         1	1	      56.000	4									1	1	      56.000	4				
5672	Tsu	2003	1	20	8	43	  6.0	33	 7.3	 7.3	 7.8	 6.7					SOLOMON ISLANDS		SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL	 -10.491	  160.770	170																								
5673	Tsu	2003	1	22	2	6	 34.6	24	 7.5	 7.5	 7.6	 6.5				8	MEXICO		MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO	  18.770	 -104.104	150	      29	1			       300	3		3	2005	4	6615	4	      29	1			300	3		3	2005	4	6615	4
5695		2003	5	26	9	24	 33.4	68	 7.0	 7.0		 6.7					JAPAN		JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA	  38.849	  141.568	30					       143	3	     233.000	4			720	3					143	3	     233.000	4			720	3
5696		2003	5	26	19	23	 27.9	31	 7.0	 7.0	 7.1	 6.5					INDONESIA		INDONESIA:  MOROTAI, BEREBERE, DARUBA	   2.354	  128.855	170	       1	1			         7	1		1	28	1	20	1	       1	1			7	1		1	28	1	20	1
5706		2003	7	15	20	27	 50.5	10	 7.6	 7.6	 7.6	 6.1					INDIAN OCEAN		INDIAN OCEAN:  FELT IN MALDIVES	  -2.598	   68.382	60																								
5712		2003	8	4	4	37	 20.1	10	 7.6	 7.6	 7.5	 6.2					ANTARCTICA		SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS	 -60.532	  -43.411	20								1												1				
5719	Tsu	2003	8	21	12	12	 49.7	28	 7.2	 7.2	 7.5	 6.6	7.1				NEW ZEALAND		NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND	 -45.104	  167.144	170								1												1				
5724	Tsu	2003	9	25	19	50	  6.3	27	 8.3	 8.3	 8.1	 6.9					JAPAN		JAPAN:  HOKKAIDO	  41.815	  143.910	30					       755	3	      90.000	4									755	3	      90.000	4				
5725		2003	9	27	11	33	 25.0	16	 7.3	 7.3	 7.5	 6.5				10	RUSSIA		RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO	  50.038	   87.813	40	       3	1			         5	1	      10.600	3	300	3			       3	1			5	1	      10.600	3	300	3		
6610	Tsu	2003	10	31	1	6	 28.2	10	 7.0	 7.0	 6.8	 6.1					JAPAN		JAPAN:  EAST COAST HONSHU	  37.812	  142.619	30																								
5735	Tsu	2003	11	17	6	43	  6.8	33	 7.8	 7.8	 7.2	 6.2					USA	AK	ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS	  51.146	  178.650	150																								
5758		2004	2	5	21	5	  2.8	17	 7.0	 7.0	 7.1	 6.1					INDONESIA		INDONESIA:  NABIRE	  -3.615	  135.538	170	      37	1			       682	3		4	2678	4			      37	1			682	3		4	2678	4		
5759		2004	2	7	2	42	 35.2	10	 7.3	 7.3	 7.5	 6.2					INDONESIA		INDONESIA:  NABIRE	  -4.003	  135.023	170								1												1				
5798	Tsu	2004	9	5	10	7	  7.8	14	 7.2	 7.2	 7.0	 6.7					JAPAN		JAPAN:  HONSHU:  W COAST: KYOTO	  33.070	  136.618	30					         4	1		1									4	1		1				
5799	Tsu	2004	9	5	14	57	 18.6	10	 7.4	 7.4	 7.1	 6.2					JAPAN		JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI	  33.184	  137.071	30					        40	1		1									40	1		1				
5810	Tsu	2004	11	11	21	26	 41.1	10	 7.5	 7.5	 7.3	 6.5					INDONESIA		INDONESIA:  KEPULAUAN ALOR	  -8.152	  124.868	170	      34	1			       400	3		3	781	3	16712	4	      34	1			400	3		3	781	3	16712	4
5811		2004	11	15	9	6	 56.5	15	 7.2	 7.2	 7.1	 6.6					COLOMBIA		COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO	   4.695	  -77.508	160					        10	1		3	154	3							10	1		3	154	3		
5815	Tsu	2004	11	22	20	26	 23.9	10	 7.1	 7.1	 7.1	 6.4					NEW ZEALAND		NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO	 -46.676	  164.721	170								1												1				
5817		2004	11	26	2	25	  3.3	10	 7.1	 7.1	 7.2	 6.2				8	INDONESIA		INDONESIA:  NABIRE	  -3.609	  135.404	170	      32	1			       130	3	      55.000	4	328	3			      32	1			130	3	      55.000	4	328	3		
5818	Tsu	2004	11	28	18	32	 14.1	39	 7.0	 7.0	 6.7	 6.4					JAPAN		JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO	  43.006	  145.119	30					        24	1		1				1					24	1		1				1
5835	Tsu	2004	12	23	14	59	  4.4	10	 8.1	 8.1	 7.7	 6.5					AUSTRALIA	TAS	AUSTRALIA:  MACQUARIE ISLAND	 -49.312	  161.345	170																								
5823	Tsu	2004	12	26	0	58	 53.4	30	 9.1	 9.1	 8.8	 7.0					INDONESIA		INDONESIA:  SUMATRA:  OFF WEST COAST	   3.316	   95.854	170	    1001	4				3	   10000.000	4		3		3	  227899	4				3	   10000.000	4		3		
6657	Tsu	2005	3	28	16	9	 36.5	30	 8.6	 8.6	 8.4	 7.2					INDONESIA		INDONESIA:  SUMATERA:  SW	   2.085	   97.108	170	    1303	4			       340	3		4	300	3	300	3	    1313	4			340	3		4	300	3		
8135		2005	6	13	22	44	 33.9	116	 7.7	 7.7		 6.8					CHILE		CHILE:  TARAPACA	 -19.987	  -69.197	160	      11	1			       200	3			544	3			      11	1			200	3			544	3		
6738	Tsu	2005	6	15	2	50	 53.1	10	 7.2	 7.2	 7.1	 6.2				4	USA	CA	CALIFORNIA:  OFF COAST NORTHERN	  41.301	 -125.970	150																								
6762		2005	7	24	15	42	  6.2	16	 7.2	 7.2	 7.5	 6.6					INDIA		INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS	   7.920	   92.190	60								1		1		1								1		1		
6739	Tsu	2005	8	16	2	46	 28.4	36	 7.2	 7.2	 6.8	 6.5					JAPAN		JAPAN:  EAST COAST HONSHU	  38.276	  142.039	30					        56	2		1	1	1							56	2		1	1	1		
6775		2005	9	9	7	26	 43.7	90	 7.7	 7.7		 6.3					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND	  -4.539	  153.474	170																								
6776		2005	9	26	1	55	 37.6	115	 7.5	 7.5		 6.7					PERU		PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA	  -5.678	  -76.398	160	       5	1			        60	2		2		3			       5	1			60	2		2		3		
6778		2005	10	8	3	50	 40.8	26	 7.6	 7.6	 7.7	 6.9				8	PAKISTAN		PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA	  34.539	   73.588	60	   86000	4			     69000	4	    5200.000	4		3		3	   80361	4			71574	4	    5200.000	4		3		
6827	Tsu	2005	11	14	21	38	 51.4	11	 7.0	 7.0	 6.8	 6.7					JAPAN		JAPAN:  EAST COAST HONSHU	  38.107	  144.896	30																								
8956		2006	1	27	16	58	 53.6	397	 7.6	 7.6		 7.0					INDONESIA		INDONESIA:  BANDA SEA	  -5.473	  128.131	170																								
7225		2006	2	22	22	19	  7.8	11	 7.0	 7.0	 7.5	 6.5					MOZAMBIQUE		MOZAMBIQUE	 -21.324	   33.583	10	       4	1			        36	1		2	294	3			       4	1			36	1		2	294	3		
7241		2006	4	20	23	25	  2.1	22	 7.6	 7.6	 7.6	 6.8					RUSSIA		RUSSIA:  KORYAKSKIY	  60.949	  167.089	50					        40	1	      55.000	4		3							40	1	      55.000	4		3		
7078	Tsu	2006	5	3	15	26	 40.2	55	 7.9	 7.9	 7.8	 7.2				7	TONGA		TONGA ISLANDS	 -20.187	 -174.123	170					         1	1		1									1	1		1				
7181	Tsu	2006	7	17	8	19	 25.0	34	 7.7	 7.7	 7.2	 6.1					INDONESIA		INDONESIA:  JAVA	  -9.254	  107.411	170													     802	3			498	3	      55.000	4	1623	4		
7406	Tsu	2006	11	15	11	14	 13.5	10	 8.3	 8.3	 7.8	 6.5					RUSSIA		RUSSIA:  KURIL ISLANDS	  46.592	  153.266	50																	1	1		2				
7413	Tsu	2006	12	26	12	26	 21.1	10	 7.0	 7.0	 7.3	 6.4					TAIWAN		TAIWAN:  PINGTUNG	  21.799	  120.547	30	       2	1			        40	1		1		2			       2	1			40	1		1		2		
7415	Tsu	2007	1	13	4	23	 21.1	10	 8.1	 8.1	 8.2	 7.3					RUSSIA		RUSSIA:  KURIL ISLANDS	  46.243	  154.524	50																								
7456		2007	1	21	11	27	 45.0	22	 7.5	 7.5	 7.3	 6.7					INDONESIA		INDONESIA:  MOLUCCA ISLANDS:  N	   1.065	  126.282	170	       4	1			         4	1		1					       4	1			4	1		1				
7459	Tsu	2007	3	25	0	40	  1.6	34	 7.1	 7.1	 7.0	 6.5					VANUATU		VANUATU ISLANDS	 -20.617	  169.357	170																								
7457	Tsu	2007	4	1	20	39	 56.3	24	 8.1	 8.1	 7.9	 6.8					SOLOMON ISLANDS		SOLOMON ISLANDS	  -8.466	  157.043	170	      54	2						3	300	3	500	3	      54	2						3	2500	4	500	3
7600		2007	8	1	17	8	 51.4	120	 7.2	 7.2		 6.2					VANUATU		VANUATU ISLANDS:  LUGANVILLE	 -15.595	  167.680	170								1		1		1								1		1		
7533		2007	8	8	17	4	 58.0	289	 7.5	 7.5							INDONESIA		INDONESIA:  JAVA	  -5.968	  107.655	170																								
7537	Tsu	2007	8	15	23	40	 57.8	39	 8.0	 8.0	 7.9	 6.7				8	PERU		PERU:  ICA, PISCO, LIMA	 -13.386	  -76.603	160	     514	3			      1090	4		4	39700	4			     514	3			1090	4		4	39700	4		
8136	Tsu	2007	9	2	1	5	 18.1	35	 7.2	 7.2	 7.3	 5.9					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -11.610	  165.762	170																								
7574	Tsu	2007	9	12	11	10	 26.8	34	 8.4	 8.4	 8.5	 6.9					INDONESIA		INDONESIA:  SUMATRA	  -4.438	  101.367	60	      25	1			       161	3		3	56425	4	56425	4	      25	1			161	3		3	56425	4		
7575		2007	9	12	23	49	  3.7	35	 7.9	 7.9	 8.1	 6.6					INDONESIA		INDONESIA:  SUMATRA	  -2.625	  100.841	60																								
8957		2007	9	28	13	38	 57.8	260	 7.5	 7.5		 6.7					JAPAN		JAPAN:  VOLCANO ISLANDS	  22.013	  142.668	30																								
7594	Tsu	2007	9	30	5	23	 34.0	10	 7.4	 7.4							NEW ZEALAND		NEW ZEALAND:  AUCKLAND ISLANDS	 -49.418	  163.954	170																								
7634	Tsu	2007	11	14	15	40	 50.5	40	 7.7	 7.7	 7.4	 6.7				8	CHILE		CHILE:  TOCOPILLA, MARIA ELENA	 -22.247	  -69.890	160	       2	1			        65	2		3		4			       2	1			65	2		3		4		
7675	Tsu	2007	11	29	19	0	 20.4	156	 7.4	 7.4		 6.9					MARTINIQUE		MARTINIQUE	  14.944	  -61.274	90	       1	1			       102	3		1					       1	1			102	3		1				
7694	Tsu	2007	12	9	7	28	 20.8	153	 7.8	 7.8		 7.0					KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	 -25.996	 -177.514	170																								
7870		2008	2	20	8	8	 30.5	26	 7.4	 7.4	 7.5	 6.5					INDONESIA		INDONESIA:  SUMATERA:  ACEH PROVINCE	   2.768	   95.964	170	       3	1			        25	1							       3	1			25	1						
7875		2008	3	20	22	32	 57.9	10	 7.2	 7.2	 7.3	 6.3					CHINA		CHINA:  XINJIANG PROVINCE	  35.490	   81.467	40								3	2200	4										3	2200	4		
7800	Tsu	2008	4	9	12	46	 12.7	33	 7.3	 7.3	 7.3	 6.3					NEW CALEDONIA		NEW CALEDONIA: LOYALTY ISLANDS	 -20.071	  168.892	170																								
7843	Tsu	2008	5	12	6	28	  1.5	19	 7.9	 7.9	 8.1	 6.9				9	CHINA		CHINA:  SICHUAN PROVINCE	  31.002	  103.322	30	   87652	4			    374171	4	   86000.000	4	5360000	4	5360000	4	   87652	4			374171	4	   86000.000	4	5360000	4	21000000	4
8955		2008	7	5	2	12	  4.4	633	 7.7	 7.7		 6.8					RUSSIA		RUSSIA:  SEA OF OKHOTSK	  53.882	  152.886	50																								
8191	Tsu	2008	11	16	17	2	 32.7	30	 7.3	 7.3	 7.0	 6.5					INDONESIA		INDONESIA:  MINAHASSA PENINSULA	   1.271	  122.091	170	       6	1			        77	2		3			1000	3	       6	1			77	2		3			1000	3
8204	Tsu	2009	1	3	19	43	 50.6	17	 7.6	 7.6	 7.5	 6.6					INDONESIA		PAPUA NEW GUINEA:  NEAR NORTH COAST	   -.414	  132.885	170	       5	1			       250	3		3			840	3	       5	1			250	3		3			840	3
